sr no.,date,item_id,quantity,price_base,sum_total,store_id
466,04/08/2023,2a6ea1c17893,2,27.9,55.8,1
467,04/08/2023,69378e913d39,1,69.9,69.9,1
468,04/08/2023,2445c6ba805d,1,239.9,239.9,1
469,04/08/2023,d0b043b2fc9f,0.742,399.47,296.41,1
470,04/08/2023,327ac8fdf7b6,3,57.9,173.7,1
471,04/08/2023,6f775974ce0a,1,209.9,209.9,1
472,04/08/2023,53fa69e30816,3,119.75,359.26,1
473,04/08/2023,c07f3eeb7002,6,74.9,449.4,1
474,04/08/2023,6088b796b627,1,139.9,139.9,1
475,04/08/2023,0300b95cec9d,2,159.9,319.8,1
476,04/08/2023,53c123c34a8b,7,119.9,839.3,1
477,04/08/2023,3d0f28c6e6d6,1,88,88,1
478,04/08/2023,b773b08453ee,1,159.9,159.9,1
479,04/08/2023,e3194de77bed,2,1789.68,3579.35,1
480,04/08/2023,d2a3ac50ad87,6,74.9,449.4,1
481,04/08/2023,7c4fd59917e9,11,548.92,6038.08,1
482,04/08/2023,12fa2a3a09a6,33,29.59,976.42,1
483,04/08/2023,63b70d15b716,1,149.9,149.9,1
484,04/08/2023,f4eda90fa45c,11,299.9,3298.9,1
485,04/08/2023,67fb932c6eac,3,59.9,179.7,1
486,04/08/2023,09f5999c99c1,7,160,1120,1
487,04/08/2023,978b55be604e,3,129.9,389.7,1
488,04/08/2023,ef24ba162f8a,1,99.9,99.9,1
489,04/08/2023,cf4b991a1b17,2,127.9,255.8,1
490,04/08/2023,fd2978388bac,5,53.6,267.99,1
491,04/08/2023,36e6ca6d048f,2,109.9,219.8,1
492,04/08/2023,589c20a5107c,1,49.9,49.9,1
493,04/08/2023,56357b552579,1,99.9,99.9,1
494,04/08/2023,60d599c30828,2,89.9,179.8,1
495,04/08/2023,aa8b8cb6c658,4,69.9,279.6,1
496,04/08/2023,5a5c32407744,3,99.9,299.7,1
497,04/08/2023,0bf1baddcf34,65,19.74,1283.42,1
498,04/08/2023,96d233e99b62,2.95,589.9,1740.21,1
499,04/08/2023,05fe660448c7,4,54.45,217.8,1
500,04/08/2023,766c12d4e0bf,1,192.9,192.9,1
501,04/08/2023,7ff486487cdd,2,50,100,1
502,04/08/2023,69a3bd4a552c,5,104.84,524.18,1
503,04/08/2023,8ba2ae73daba,4,32.9,131.6,1
504,04/08/2023,dd2d9030db0d,4,59.48,237.93,1
505,04/08/2023,c282f628be86,9,99.67,897.01,1
506,04/08/2023,a4785ffbd5ac,2,33.6,67.19,1
507,04/08/2023,4efa0dd67782,1,74,74,1
508,04/08/2023,b17b27349d7a,0.116,1098.97,127.48,1
509,04/08/2023,53036765a440,1,50.48,50.48,1
510,04/08/2023,aff65297051a,3,99.9,299.7,1
511,04/08/2023,dad2d9867ac8,1,169.9,169.9,1
512,04/08/2023,d3858db7de5d,1,79.9,79.9,1
513,04/08/2023,865a5f2dbf2e,140,59.08,8271.78,1
514,04/08/2023,de3006f9b608,1,179.9,179.9,1
515,04/08/2023,ec7136665fbf,2,149.45,298.9,1
516,04/08/2023,2bcee41bfac8,31,34.88,1081.4,1
517,04/08/2023,3fda23a187dd,2.772,99.9,276.91,1
518,04/08/2023,3b96651edec6,2,69,138,1
519,04/08/2023,fbc35fe0e09d,3,699.9,2099.7,1
520,04/08/2023,ec81750d565a,2,41.9,83.8,1
521,04/08/2023,ace595f4b268,3,77.93,233.8,1
522,04/08/2023,815acfe2856e,4,199.9,799.6,1
523,04/08/2023,2970ca1463ff,2.5,499,1247.5,1
524,04/08/2023,cffc105d4b68,1,272.9,272.9,1
525,04/08/2023,c4bf3dd42c4d,2,167.53,335.05,1
526,04/08/2023,bf2f730f9a9f,1,119.22,119.22,1
527,04/08/2023,ff8e822f1041,12.29,69.9,859.08,1
528,04/08/2023,1e999ee4bc41,1,79.9,79.9,1
529,04/08/2023,cfdf1a4744c0,1,99.9,99.9,1
530,04/08/2023,d1b115bc335c,2,100.94,201.88,1
531,04/08/2023,ff2bd46579d6,12,58.76,705.13,1
532,04/08/2023,1b66559875e1,4,147.71,590.84,1
533,04/08/2023,13c6ef6596d9,12,329.9,3958.81,1
534,04/08/2023,d8078419326d,1,119.9,119.9,1
535,04/08/2023,3bfc1a983809,1,99.9,99.9,1
536,04/08/2023,2f0ab968441f,1,79,79,1
537,04/08/2023,134fb35cd563,5,37.9,189.5,1
538,04/08/2023,5da40a2dec7f,1,1769.9,1769.9,1
539,04/08/2023,fa04acd64005,2,89.9,179.8,1
540,04/08/2023,22e7f9234a26,2,349.9,699.8,1
541,04/08/2023,6f460b220975,8,59.83,478.6,1
542,04/08/2023,d785fa404171,1,79.9,79.9,1
543,04/08/2023,2472c6e0775d,2,38.9,77.8,1
544,04/08/2023,060534551cba,57,33.9,1932.3,1
545,04/08/2023,0297f8f65b3c,2,49.84,99.67,1
546,04/08/2023,c8639dc58cca,2,79,158,1
547,04/08/2023,545adeacab59,1,109.9,109.9,1
548,04/08/2023,e99f16f558ed,4,140,560,1
549,04/08/2023,6a2252385c59,2,34.9,69.8,1
550,04/08/2023,57f6f314c80c,2,149.9,299.8,1
551,04/08/2023,e3c7fb6549f8,3,89.9,269.7,1
552,04/08/2023,d41e2280ebfd,1,38.77,38.77,1
553,04/08/2023,945691b22dc4,10,54.29,542.92,1
554,04/08/2023,b4cdaf6cc2d0,7,37.9,265.3,1
555,04/08/2023,f0bd2230ace7,1,109.9,109.9,1
556,04/08/2023,f045f626c390,0.782,669,523.16,1
557,04/08/2023,aeb62b82a1fc,5,79.9,399.5,1
558,04/08/2023,515d729c55d0,3,120.7,362.1,1
559,04/08/2023,10e88288f0dc,1,204.9,204.9,1
560,04/08/2023,7af4528ef282,6,9.07,54.42,1
561,04/08/2023,af21c2ef1244,2,109.9,219.8,1
562,04/08/2023,f6304307ab65,2,110.9,221.8,1
563,04/08/2023,9be8d5cfea6b,1,49.9,49.9,1
564,04/08/2023,89264c1d60a4,1.226,249.9,306.38,1
565,04/08/2023,1b1a73a5bf0c,1,293,293,1
566,04/08/2023,9cbd3e75c39c,19,126.38,2401.15,1
567,04/08/2023,a19ccd74db0f,3,59.9,179.7,1
568,04/08/2023,7d21c2274831,0.086,998.95,85.91,1
569,04/08/2023,8df4fba6d441,17.732,89.82,1592.75,1
570,04/08/2023,14e190fb4e06,1,114.9,114.9,1
571,04/08/2023,14bc1a141e95,24,39.57,949.62,1
572,04/08/2023,ee7fdca638d1,5,47.9,239.5,1
573,04/08/2023,79fe699115cf,5.142,573.59,2949.38,1
574,04/08/2023,71104b1b1170,4,65.99,263.94,1
575,04/08/2023,6b9ed41cf366,2,299.9,599.8,1
576,04/08/2023,19bcee388600,6.038,399.87,2414.41,1
577,04/08/2023,9012af3202c5,1,145,145,1
578,04/08/2023,fbceb9eff755,9,22.9,206.1,1
579,04/08/2023,1ae89395d5fb,2,89.9,179.8,1
580,04/08/2023,825985dba38b,8.566,499.75,4280.89,1
581,04/08/2023,524f33127e7a,1,33.9,33.9,1
582,04/08/2023,2129b7228680,7,149,1043,1
583,04/08/2023,2e88a8c458b7,2,69.9,139.8,1
584,04/08/2023,3c9eaf4966a5,1,179.9,179.9,1
585,04/08/2023,cfd862d53d4e,0.832,241.09,200.59,1
586,04/08/2023,4e1ecf1e2b26,14,159.3,2230.14,1
587,04/08/2023,d60ce4e4a4ad,0.232,1699.91,394.38,1
588,04/08/2023,629c8c68e300,1,85,85,1
589,04/08/2023,81086b0ec00e,3,59.5,178.5,1
590,04/08/2023,7106d83524a4,3,139.9,419.7,1
591,04/08/2023,d9e36d592f5a,0.982,149.9,147.2,1
592,04/08/2023,5196747a75a4,1,119.9,119.9,1
593,04/08/2023,12b1d15db41d,1,281,281,1
594,04/08/2023,d176f205a2f4,1,229,229,1
595,04/08/2023,414acb25dd83,1,149.9,149.9,1
596,04/08/2023,44dbeba70827,11.482,128.27,1472.8,1
597,04/08/2023,f42ab260c307,17.317,293.89,5089.21,1
598,04/08/2023,7d94abeab65c,8,32.57,260.52,1
599,04/08/2023,09f44d327571,5,64.9,324.5,1
600,04/08/2023,e6638feb6f70,3,79.9,239.7,1
601,04/08/2023,f5a202f52b37,2,45.4,90.8,1
602,04/08/2023,1502db59c07a,2,174.9,349.8,1
603,04/08/2023,ce46e5dbd6c0,13,69.9,908.7,1
604,04/08/2023,ddc8c6ba124b,12,43.9,526.8,1
605,04/08/2023,f15d385d4ae6,1,69.9,69.9,1
606,04/08/2023,5ec53682f46d,1.264,379,479.05,1
607,04/08/2023,8a544301b0b5,10,1212.5,12125,1
608,04/08/2023,b4c9b7676188,1,441,441,1
609,04/08/2023,d2d3534d64ee,1,42.9,42.9,1
610,04/08/2023,53f46429c9be,13,54.9,713.7,1
611,04/08/2023,64dee0b70402,5,119.71,598.57,1
612,04/08/2023,ef6c6fc6b982,1,159.9,159.9,1
613,04/08/2023,4509dbb9b489,1,469.9,469.9,1
614,04/08/2023,0e3651d759be,8,54.9,439.2,1
615,04/08/2023,32d5d64e9b89,2,39.9,79.8,1
616,04/08/2023,6a79b34e5dd5,6,188.94,1133.66,1
617,04/08/2023,76d2cd9b3c0d,1,116,116,1
618,04/08/2023,e9d59ba0f9cb,15,59.75,896.19,1
619,04/08/2023,aaf59c018712,4,57.72,230.88,1
620,04/08/2023,d6fdfea77110,6,36.17,217.02,1
621,04/08/2023,afc93f51b195,4,89.9,359.6,1
622,04/08/2023,47b43b967d62,17,39.9,678.3,1
623,04/08/2023,08cb92339ebb,0.162,1999.88,323.98,1
624,04/08/2023,d09a11005fa3,0.597,699.9,417.84,1
625,04/08/2023,b382bdd25415,1,89.9,89.9,1
626,04/08/2023,de733eaf655c,56,119.38,6685.2,1
627,04/08/2023,73c86afffab3,4,139.9,559.6,1
628,04/08/2023,e0f99b7f3c3f,1,499.9,499.9,1
629,04/08/2023,432c160c926d,277.424,119.16,33057.84,1
630,04/08/2023,36943b37c9f9,5,319.9,1599.5,1
631,04/08/2023,66b66e1df3e0,1,399.9,399.9,1
632,04/08/2023,b178700122d3,21.487,229.9,4939.87,1
633,04/08/2023,ec30f9d70734,2,54.9,109.8,1
634,04/08/2023,b7f0de71732e,2,139.9,279.8,1
635,04/08/2023,8c270c4efbfe,5,209.9,1049.5,1
636,04/08/2023,46bf72bc1179,5,158,790,1
637,04/08/2023,9dc8e6c6b5b5,3,139.53,418.6,1
638,04/08/2023,3a6203811a16,1,79.9,79.9,1
639,04/08/2023,bb417b338b12,2,41.73,83.46,1
640,04/08/2023,6cf7fb7b929b,2,169.9,339.8,1
641,04/08/2023,e41760c06ce7,29,78.72,2282.76,1
642,04/08/2023,93fd3ced9d80,5,149.9,749.5,1
643,04/08/2023,3f38e86d7ee9,1,124.9,124.9,1
644,04/08/2023,8702ed14266c,2.732,879.89,2403.87,1
645,04/08/2023,5f82ca26f59c,1,649.9,649.9,1
646,04/08/2023,198b99f046a9,0.358,499.89,178.96,1
647,04/08/2023,08c5fb58831e,1,1299.9,1299.9,1
648,04/08/2023,a49af4d082a9,1,579.9,579.9,1
649,04/08/2023,35e330cc1954,4,48.9,195.6,1
650,04/08/2023,3661956319d2,2,159.9,319.8,1
651,04/08/2023,955b6682cf46,2,239.9,479.8,1
652,04/08/2023,d2092ff65fda,1,136,136,1
653,04/08/2023,43e633c3faf3,1,139.9,139.9,1
654,04/08/2023,e08ca5bc7ebd,1,69.9,69.9,1
655,04/08/2023,43c579ce2ecd,2,169.9,339.8,1
656,04/08/2023,3c8f081cbde7,1,44.9,44.9,1
657,04/08/2023,419f29a0d38c,4,59.9,239.6,1
658,04/08/2023,ee15d56e2688,3,29.63,88.9,1
659,04/08/2023,8f491aba8f68,1,69.9,69.9,1
660,04/08/2023,c837799bf9bc,2,319,638,1
661,04/08/2023,d79f4bdb3bde,1,199.9,199.9,1
662,04/08/2023,4fc6ad07fc3f,1,199.9,199.9,1
663,04/08/2023,cc7277e38ef8,3,24.9,74.7,1
664,04/08/2023,5d6ffe4949a7,2,129.9,259.8,1
665,04/08/2023,6073375fecdd,4,49.68,198.7,1
666,04/08/2023,b3b0fbcbfe49,4,73.9,295.6,1
667,04/08/2023,49f201603846,1,62.9,62.9,1
668,04/08/2023,8746d806aee3,3,149.9,449.7,1
669,04/08/2023,9a0be9c37945,1,49.9,49.9,1
670,04/08/2023,b20eb80d20f8,2,599.9,1199.8,1
671,04/08/2023,90e4c35e6830,4,25.9,103.6,1
672,04/08/2023,fb1e9c747c6c,2,62.9,125.8,1
673,04/08/2023,e85e6aab0d15,16,259.12,4145.9,1
674,04/08/2023,61a27226f770,2,69.9,139.8,1
675,04/08/2023,55701a5d29af,20,78.94,1578.89,1
676,04/08/2023,292548b265c9,1,69.9,69.9,1
677,04/08/2023,aca266735e7b,2,129.9,259.8,1
678,04/08/2023,8335023067fc,3,49.9,149.7,1
679,04/08/2023,bc10f0cb89c5,1,599.9,599.9,1
680,04/08/2023,bae6f0a1cdc1,21.88,198.97,4353.55,1
681,04/08/2023,50b65f9e6fb9,2,98.51,197.01,1
682,04/08/2023,c81cdc14467e,2,79.9,159.8,1
683,04/08/2023,18a3d4062bcd,1,159.9,159.9,1
684,04/08/2023,af90c3fdcba1,1,38.9,38.9,1
685,04/08/2023,ac3b090ec2ae,2,69.9,139.8,1
686,04/08/2023,1fd049280b60,3,39.9,119.7,1
687,04/08/2023,f56fb27d38a1,12,69.73,836.8,1
688,04/08/2023,a84cb40a8327,18,96.43,1735.73,1
689,04/08/2023,93ef0f20a237,5,43.02,215.11,1
690,04/08/2023,879079ce619b,5,58.68,293.39,1
691,04/08/2023,d10f92211b7a,2,99.9,199.8,1
692,04/08/2023,50d7d4ce2d8a,1,59.9,59.9,1
693,04/08/2023,032d77bcd9f5,30.894,598.48,18489.54,1
694,04/08/2023,b00136fe74e8,2.407,984.35,2369.34,1
695,04/08/2023,a99bc1ab10f4,12,213,2556,1
696,04/08/2023,193e75cb1057,2,143.11,286.21,1
697,04/08/2023,1b17deb5ce00,1,390,390,1
698,04/08/2023,2883f571c78b,3,109.9,329.7,1
699,04/08/2023,dfe0d6d2cc0c,0.78,1299.9,1013.92,1
700,04/08/2023,207dd2f0902a,3,46.77,140.3,1
701,04/08/2023,eb420ee17a98,0.586,699.9,410.14,1
702,04/08/2023,256634958b56,2,117,234,1
703,04/08/2023,0b3aaacdab26,5,53.5,267.5,1
704,04/08/2023,83b09719f073,4,473.52,1894.08,1
705,04/08/2023,1ac5fd06ba94,7,89,623,1
706,04/08/2023,8aa87c2aee29,1,185.9,185.9,1
707,04/08/2023,431b5642db5b,1,137,137,1
708,04/08/2023,0452bd5e488d,1,81.9,81.9,1
709,04/08/2023,c8665a312620,1,237.35,237.35,1
710,04/08/2023,1040d3459a78,1,85.49,85.49,1
711,04/08/2023,adc4f892a569,3,73,218.99,1
712,04/08/2023,ca8b6775fed6,82.017,109,8939.61,1
713,04/08/2023,9550f0faccc9,2,122,244,1
714,04/08/2023,7aacbcc676d4,3,129.9,389.7,1
715,04/08/2023,7e84c1b79334,4,79.9,319.6,1
716,04/08/2023,dd19733625ab,2,49.9,99.8,1
717,04/08/2023,b23babdc647e,2,257.41,514.82,1
718,04/08/2023,5dde513bdace,3,849.9,2549.7,1
719,04/08/2023,f9737cc6b869,1,69.9,69.9,1
720,04/08/2023,03dfd037bfd5,3,149.9,449.7,1
721,04/08/2023,def4adf624b0,35,59.86,2095,1
722,04/08/2023,796728c0d88a,1,352,352,1
723,04/08/2023,fdbeb131620c,2,219,438,1
724,04/08/2023,ebbb78e2e51a,3,229.9,689.7,1
725,04/08/2023,e31b9d953287,1,62.63,62.63,1
726,04/08/2023,3d86e6829ee5,1,56.23,56.23,1
727,04/08/2023,bf875510b3b9,4.898,369.37,1809.18,1
728,04/08/2023,2280ece1b0f3,10,33.03,330.32,1
729,04/08/2023,627283d65e00,6.046,429,2593.74,1
730,04/08/2023,4d0024c8181b,1,89.9,89.9,1
731,04/08/2023,b1fcab523700,1,729.9,729.9,1
732,04/08/2023,4ba7bd3885d1,1,79.9,79.9,1
733,04/08/2023,26cf5b4a9e8b,1,399.9,399.9,1
734,04/08/2023,bc09400daa5d,5,263.26,1316.3,1
735,04/08/2023,c51f3a5fa796,3,3.98,11.95,1
736,04/08/2023,badb5d267d60,19,63.94,1214.87,1
737,04/08/2023,6607906aa9aa,1,89.9,89.9,1
738,04/08/2023,d70452bf9aa8,1,499.9,499.9,1
739,04/08/2023,b6077dbbb65f,5,100.03,500.13,1
740,04/08/2023,b34963b5287f,6,10.9,65.38,1
741,04/08/2023,80dfa048f0e7,1,35.9,35.9,1
742,04/08/2023,66a9f49d9a60,2,69.9,139.8,1
743,04/08/2023,e3cb93357151,6,81.64,489.81,1
744,04/08/2023,cc4be9c71ec6,2,499.9,999.8,1
745,04/08/2023,4e543638b6e1,1,74.9,74.9,1
746,04/08/2023,1d1ab0704a17,0.444,799.91,355.16,1
747,04/08/2023,efd51835bde5,6,45,270,1
748,04/08/2023,0b509ce4aff5,1,49.9,49.9,1
749,04/08/2023,4049b65117d5,1,149.9,149.9,1
750,04/08/2023,e8227eaaeeec,17,96.82,1645.97,1
751,04/08/2023,b6120a5f4e28,1,2190,2190,1
752,04/08/2023,77bbec1e34f1,6,39.9,239.4,1
753,04/08/2023,15a16ff982e2,18,49.9,898.2,1
754,04/08/2023,ef09dbc9fa66,2,54.9,109.8,1
755,04/08/2023,63243c997ef1,3,329.9,989.7,1
756,04/08/2023,630f1fd1c826,1,209.9,209.9,1
757,04/08/2023,a29a0901af38,10,74.76,747.62,1
758,04/08/2023,aa30ba09be6d,1,39.59,39.59,1
759,04/08/2023,ce8420642cc1,1,209,209,1
760,04/08/2023,d073f845f67e,6,18.9,113.4,1
761,04/08/2023,1a3575595d58,4.794,399.89,1917.07,1
762,04/08/2023,3841203cd0d9,3,249,747,1
763,04/08/2023,3bf9f0c329e2,2,179.9,359.8,1
764,04/08/2023,16b9ddd0e0b6,5,150,750,1
765,04/08/2023,67660e92e334,1,145,145,1
766,04/08/2023,3b093e6c3a49,3,38,114,1
767,04/08/2023,0082d7c4d384,2.78,469.9,1306.31,1
768,04/08/2023,f4cf55ec3df2,1,159.9,159.9,1
769,04/08/2023,5e8c41cc9783,8,41.9,335.2,1
770,04/08/2023,0d46d5000d19,32,128.87,4123.97,1
771,04/08/2023,02b9c32fb5bb,1,109.9,109.9,1
772,04/08/2023,9bc1edb79160,0.27,699.89,188.97,1
773,04/08/2023,e328f835c803,5,128.91,644.56,1
774,04/08/2023,4f3274f86e2b,3,129.9,389.7,1
775,04/08/2023,b7acdeb1d95d,4,119.9,479.6,1
776,04/08/2023,09311d792cc0,1,168,168,1
777,04/08/2023,ee7b9307813f,5,109.74,548.7,1
778,04/08/2023,8477d49f0c7b,1,41.9,41.9,1
779,04/08/2023,bca013a15ca2,8,359.9,2879.2,1
780,04/08/2023,a2644d41d880,2,64.9,129.8,1
781,04/08/2023,05f468be3e2f,11,85.53,940.79,1
782,04/08/2023,b16b1a164222,14,25.86,362.07,1
783,04/08/2023,cdc996ab14c5,1,249.9,249.9,1
784,04/08/2023,f21d7bc1cb2a,15.096,699.01,10552.33,1
785,04/08/2023,5ee00301b100,4,60,240,1
786,04/08/2023,3ba1b6e1bfa1,1,110,110,1
787,04/08/2023,1db8d809bfef,2,349.9,699.8,1
788,04/08/2023,4f0bb8e3a34f,1,49.9,49.9,1
789,04/08/2023,75d78c595e83,2,125.64,251.27,1
790,04/08/2023,f2b5e19c8eb3,6,14.9,89.4,1
791,04/08/2023,8ce6abf60356,2.182,1031.05,2249.75,1
792,04/08/2023,631a76786904,5,47.94,239.68,1
793,04/08/2023,08494995236f,14,85.78,1200.9,1
794,04/08/2023,2ddab65d9ebf,1,64,64,1
795,04/08/2023,2243cec97a01,9,49.9,449.1,1
796,04/08/2023,8a8e14e9eeb9,1,69.9,69.9,1
797,04/08/2023,c0d7b21c8d13,0.56,539.89,302.34,1
798,04/08/2023,a9ee09caaf40,3,66.9,200.7,1
799,04/08/2023,97a6930b4ac6,1,79.9,79.9,1
800,04/08/2023,3884f735e9dc,40,34.72,1388.94,1
801,04/08/2023,840d1024e0a6,1,799.9,799.9,1
802,04/08/2023,58b36b4cc6bc,2,105.9,211.8,1
803,04/08/2023,65036d0aa337,2,229.9,459.8,1
804,04/08/2023,a61cad7db719,1,230.9,230.9,1
805,04/08/2023,53bcb8620c33,1,14.9,14.9,1
806,04/08/2023,3bfda0d2835f,2,170.86,341.72,1
807,04/08/2023,51672a773b04,3,78,234,1
808,04/08/2023,f0a8030adabd,2,33.4,66.8,1
809,04/08/2023,1bffd28a8295,3,247.57,742.72,1
810,04/08/2023,2e1ad8f25273,1,49.9,49.9,1
811,04/08/2023,4e6b3c70fe00,4,44.9,179.6,1
812,04/08/2023,f97e09465bd9,2.074,449,931.23,1
813,04/08/2023,637d9bb28d0e,16.86,377.06,6357.24,1
814,04/08/2023,47c9a0f71927,2,239.9,479.8,1
815,04/08/2023,03578ba760a9,1,119.4,119.4,1
816,04/08/2023,084d6e3e45db,1,299.9,299.9,1
817,04/08/2023,49a3f0d12eca,1,246.71,246.71,1
818,04/08/2023,0682f673abf8,0.194,1699.9,329.78,1
819,04/08/2023,9ffec90ac0d0,2,169,338,1
820,04/08/2023,b7b19e9a8719,1,499.37,499.37,1
821,04/08/2023,2caaeb5ed929,11,95.67,1052.39,1
822,04/08/2023,235ec09034fa,1,69.9,69.9,1
823,04/08/2023,4717c5111228,56,169.74,9505.23,1
824,04/08/2023,6a022825c6fe,4,99.9,399.6,1
825,04/08/2023,06b65bff53ef,1,79.9,79.9,1
826,04/08/2023,1bba828eeb02,3,98,294,1
827,04/08/2023,18e301c2d6bf,1,53,53,1
828,04/08/2023,0374e021f1ad,1.292,498.44,643.99,1
829,04/08/2023,b9cff7a0b90a,1,249.9,249.9,1
830,04/08/2023,64a89109c658,5,63.92,319.6,1
831,04/08/2023,39bd1c465517,1,549.9,549.9,1
832,04/08/2023,4e0fbcf99cf9,3,69.63,208.9,1
833,04/08/2023,001b302a9387,8,79.9,639.2,1
834,04/08/2023,a32152514ed8,6,89.9,539.4,1
835,04/08/2023,405cef53d704,1,89.9,89.9,1
836,04/08/2023,15fb2b73ec2a,1,199.9,199.9,1
837,04/08/2023,dfa7fba71f1c,3,239,717,1
838,04/08/2023,3945c5f394f2,1,123.5,123.5,1
839,04/08/2023,6267d49864a3,12,99.9,1198.8,1
840,04/08/2023,3e25ad475f2a,1,149.9,149.9,1
841,04/08/2023,7df25e1b6648,1,99.9,99.9,1
842,04/08/2023,d1d9be55a3ab,3,48.23,144.7,1
843,04/08/2023,6fa69451d086,6.687,198.36,1326.44,1
844,04/08/2023,6fd4ab6f4f96,1,114.9,114.9,1
845,04/08/2023,9919f61c2b36,7,99.89,699.22,1
846,04/08/2023,70aa992ec5d5,13,21.9,284.7,1
847,04/08/2023,1643cd824730,22,25.9,569.8,1
848,04/08/2023,6d3f0aa99b77,21.542,449.04,9673.32,1
849,04/08/2023,ba7c2d59aa47,2.294,349.9,802.67,1
850,04/08/2023,c35ddaf21d77,2,259.49,518.97,1
851,04/08/2023,147245b3fe87,7,179.9,1259.3,1
852,04/08/2023,bac97dd6768a,2,69.9,139.8,1
853,04/08/2023,e600fbc8ec58,1,39.9,39.9,1
854,04/08/2023,f665ca2a3a08,3,42.9,128.7,1
855,04/08/2023,f6c12c9ab8dc,7,169.9,1189.3,1
856,04/08/2023,118146ab6383,7,67.81,474.65,1
857,04/08/2023,d1dceb12d604,2,44.9,89.8,1
858,04/08/2023,c8b3187f6dbf,2,70,140,1
859,04/08/2023,6d284b4e9982,157,68.55,10761.9,1
860,04/08/2023,440764a69c8b,8,49.9,399.2,1
861,04/08/2023,f8aebf5f2dcd,6,24,144,1
862,04/08/2023,4fe360518bd2,4,64.9,259.6,1
863,04/08/2023,61c41c1402f2,1,49,49,1
864,04/08/2023,de7c7a547af4,2,34.58,69.15,1
865,04/08/2023,7c2fa5bbbdfe,1,144,144,1
866,04/08/2023,ed33a2b2f289,2,314.9,629.8,1
867,04/08/2023,0033a62250ac,1,129.9,129.9,1
868,04/08/2023,1432096255b8,3,149,447,1
869,04/08/2023,bc098af9e7fc,5,49.9,249.5,1
870,04/08/2023,2de287e567a3,3,99.9,299.7,1
871,04/08/2023,5e305e81ca72,3,109.63,328.9,1
872,04/08/2023,e7fbdb42c076,2,139.9,279.8,1
873,04/08/2023,67462c40e05a,5,41.9,209.5,1
874,04/08/2023,2dce8c213380,2,54,108,1
875,04/08/2023,a26ae9808219,0.734,2190.44,1607.78,1
876,04/08/2023,08dcb6d0c9bb,3.581,479.9,1718.53,1
877,04/08/2023,a7f35fd99b34,22,29.6,651.26,1
878,04/08/2023,e8ce176d1fd8,4,49.9,199.6,1
879,04/08/2023,6cafc2bd1271,2,99,198,1
880,04/08/2023,5d3937581cba,0.502,668.98,335.83,1
881,04/08/2023,39e0a6e2a225,3.021,249.9,754.95,1
882,04/08/2023,0d24310dbbe9,2,129.9,259.8,1
883,04/08/2023,264ec4433b34,1,149.9,149.9,1
884,04/08/2023,823f41b03e80,4,103,412,1
885,04/08/2023,00fcde74daa6,1,149.9,149.9,1
886,04/08/2023,b141b491548c,3,47,141,1
887,04/08/2023,ee865acdae75,5,79.9,399.5,1
888,04/08/2023,fe9959833ff8,5,75,375,1
889,04/08/2023,3e183bf9d1d0,1,99.9,99.9,1
890,04/08/2023,18d0dd039cd8,2.116,659.9,1396.35,1
891,04/08/2023,896e568fcf1d,1,76.9,76.9,1
892,04/08/2023,ee10b86ba378,3,59.9,179.7,1
893,04/08/2023,322fc57646f0,0.436,279.91,122.04,1
894,04/08/2023,0355abb7af3f,6,49.9,299.4,1
895,04/08/2023,c43069b03049,2,149.9,299.8,1
896,04/08/2023,0d8859923544,1,279.9,279.9,1
897,04/08/2023,4f7ed9416c3e,3,99.9,299.7,1
898,04/08/2023,ea843dc4c780,2,129.9,259.8,1
899,04/08/2023,f90dc8fba853,2,19.9,39.8,1
900,04/08/2023,d05185243e19,1,49.9,49.9,1
901,04/08/2023,fbcb81977647,1,59.9,59.9,1
902,04/08/2023,648d59fd3f2e,1,149.9,149.9,1
903,04/08/2023,8f0a0b9b532a,4,54.9,219.6,1
904,04/08/2023,85d97d4fbd8d,1,99.9,99.9,1
905,04/08/2023,da20a48d90a4,7,57.9,405.3,1
906,04/08/2023,8acf1d1a462d,2,160,320,1
907,04/08/2023,efa8d8773fb3,2,89.9,179.8,1
908,04/08/2023,14bd7336f525,3,45.74,137.22,1
909,04/08/2023,8d64c4c7ead7,1,269.9,269.9,1
910,04/08/2023,c5f38f353725,10,87.41,874.06,1
911,04/08/2023,63161948a95a,486,450,218700,1
912,04/08/2023,44fd8eb9f436,1,519.9,519.9,1
913,04/08/2023,9b9092b418ba,2,79.9,159.8,1
914,04/08/2023,325b9128ddfa,8,42.4,339.2,1
915,04/08/2023,847392462fcc,4,227.9,911.6,1
916,04/08/2023,3c492524d350,0.284,999.89,283.97,1
917,04/08/2023,fd60d49a3686,7,225,1575,1
918,04/08/2023,4eb71e27f4c5,2.824,499.9,1411.72,1
919,04/08/2023,df1dedd1f27a,1,25.9,25.9,1
920,04/08/2023,365dfbdb495b,2,549.9,1099.8,1
921,04/08/2023,662689be2318,4,30,120,1
922,04/08/2023,13a31f54ce1b,1,33.9,33.9,1
923,04/08/2023,53e71047efc7,1,86.9,86.9,1
924,04/08/2023,6f29ff28191a,1,149.9,149.9,1
925,04/08/2023,3086e9d5045d,1,151,151,1
926,04/08/2023,b0e36fa68a39,4,199.19,796.74,1
927,04/08/2023,06f449289b1c,2,899.9,1799.8,1
928,04/08/2023,f89e1d64fc7e,2,9.9,19.8,1
929,04/08/2023,b709d9e48c87,1,72.9,72.9,1
